id,country_id,season,stage,date,hometeam_id,awayteam_id,home_goal,away_goal
1237,1,2013/2014,1,2014-03-29,8475,9989,2,0
1238,1,2013/2014,1,2014-03-29,9991,8573,0,1
1239,1,2013/2014,2,2014-04-05,9989,9991,1,0
1240,1,2013/2014,2,2014-04-05,8573,8475,0,0
1241,1,2013/2014,3,2014-04-12,9991,8475,2,1
1242,1,2013/2014,3,2014-04-12,8573,9989,2,0
1243,1,2013/2014,4,2014-04-19,8475,9991,2,4
1244,1,2013/2014,4,2014-04-19,9989,8573,0,2
1245,1,2013/2014,5,2014-04-26,9989,8475,4,2
1246,1,2013/2014,5,2014-04-26,8573,9991,1,1
1247,1,2013/2014,6,2014-05-03,8475,8573,0,1
1248,1,2013/2014,6,2014-05-03,9991,9989,4,0
3629,1729,2013/2014,1,2013-08-17,9825,10252,1,3
3630,1729,2013/2014,1,2013-08-18,8455,8667,2,0
3631,1729,2013/2014,1,2013-08-18,9826,8586,0,1
3632,1729,2013/2014,1,2013-08-17,8650,10194,1,0
3633,1729,2013/2014,1,2013-08-19,8456,10261,4,0
3634,1729,2013/2014,1,2013-08-17,9850,8668,2,2
3635,1729,2013/2014,1,2013-08-17,8472,9879,0,1
3636,1729,2013/2014,1,2013-08-17,10003,10260,1,4
3637,1729,2013/2014,1,2013-08-17,8659,8466,0,1
3638,1729,2013/2014,1,2013-08-17,8654,8344,2,0
3639,1729,2013/2014,10,2013-11-02,9825,8650,2,0
3640,1729,2013/2014,10,2013-11-03,8344,10003,1,0
3641,1729,2013/2014,10,2013-11-03,8668,8586,0,0
3642,1729,2013/2014,10,2013-11-02,9879,10260,1,3
3643,1729,2013/2014,10,2013-11-02,8667,8472,1,0
3644,1729,2013/2014,10,2013-11-02,8456,9850,7,0
3645,1729,2013/2014,10,2013-11-02,10261,8455,2,0
3646,1729,2013/2014,10,2013-11-02,10194,8466,1,1
3647,1729,2013/2014,10,2013-11-02,8659,9826,2,0
3648,1729,2013/2014,10,2013-11-02,8654,10252,0,0
3649,1729,2013/2014,11,2013-11-09,10252,8344,2,0
3650,1729,2013/2014,11,2013-11-09,8455,8659,2,2
3651,1729,2013/2014,11,2013-11-09,9826,8668,0,0
3652,1729,2013/2014,11,2013-11-09,8650,9879,4,0
3653,1729,2013/2014,11,2013-11-10,10260,9825,1,0
3654,1729,2013/2014,11,2013-11-09,9850,8654,3,1
3655,1729,2013/2014,11,2013-11-09,8466,8667,4,1
3656,1729,2013/2014,11,2013-11-10,8472,8456,1,0
3657,1729,2013/2014,11,2013-11-10,10003,10194,3,3
3658,1729,2013/2014,11,2013-11-10,8586,10261,0,1
3659,1729,2013/2014,12,2013-11-23,9825,8466,2,0
3660,1729,2013/2014,12,2013-11-24,8344,10260,2,2
3661,1729,2013/2014,12,2013-11-23,8668,8650,3,3
3662,1729,2013/2014,12,2013-11-23,9879,10003,1,2
3663,1729,2013/2014,12,2013-11-23,8667,9826,0,1
3664,1729,2013/2014,12,2013-11-24,8456,8586,6,0
3665,1729,2013/2014,12,2013-11-23,10261,9850,2,1
3666,1729,2013/2014,12,2013-11-23,10194,8472,2,0
3667,1729,2013/2014,12,2013-11-25,8659,10252,2,2
3668,1729,2013/2014,12,2013-11-23,8654,8455,0,3
3669,1729,2013/2014,13,2013-11-30,10252,8472,0,0
3670,1729,2013/2014,13,2013-11-30,8344,9825,0,3
3671,1729,2013/2014,13,2013-12-01,8455,8466,3,1
3672,1729,2013/2014,13,2013-11-30,8668,10194,4,0
3673,1729,2013/2014,13,2013-12-01,8667,8650,3,1
3674,1729,2013/2014,13,2013-12-01,8456,10003,3,0
3675,1729,2013/2014,13,2013-11-30,10261,8659,2,1
3676,1729,2013/2014,13,2013-11-30,9850,9826,1,0
3677,1729,2013/2014,13,2013-12-01,8586,10260,2,2
3678,1729,2013/2014,13,2013-11-30,8654,9879,3,0
3679,1729,2013/2014,14,2013-12-04,9825,8667,2,0
3680,1729,2013/2014,14,2013-12-04,8650,9850,5,1
3681,1729,2013/2014,14,2013-12-04,10260,8668,0,1
3682,1729,2013/2014,14,2013-12-04,8466,10252,2,3
3683,1729,2013/2014,14,2013-12-04,10194,8344,0,0
3684,1729,2013/2014,14,2013-12-04,8472,8455,3,4
3685,1729,2013/2014,14,2013-12-04,10003,10261,3,0
3686,1729,2013/2014,14,2013-12-04,8659,8456,2,3
3687,1729,2013/2014,14,2013-12-04,9879,8586,1,2
3688,1729,2013/2014,14,2013-12-03,9826,8654,1,0
3689,1729,2013/2014,15,2013-12-08,9825,8668,1,1
3690,1729,2013/2014,15,2013-12-07,9826,8344,2,0
3691,1729,2013/2014,15,2013-12-08,9879,10252,2,0
3692,1729,2013/2014,15,2013-12-07,8650,8654,4,1
3693,1729,2013/2014,15,2013-12-07,10260,10261,0,1
3694,1729,2013/2014,15,2013-12-07,8466,8456,1,1
3695,1729,2013/2014,15,2013-12-07,10194,8455,3,2
3696,1729,2013/2014,15,2013-12-07,8472,8586,1,2
3697,1729,2013/2014,15,2013-12-09,10003,8667,1,1
3698,1729,2013/2014,15,2013-12-07,8659,9850,0,2
3699,1729,2013/2014,16,2013-12-15,10252,10260,0,3
3700,1729,2013/2014,16,2013-12-14,8344,8659,1,0
3701,1729,2013/2014,16,2013-12-14,8455,9826,2,1
3702,1729,2013/2014,16,2013-12-14,8668,9879,4,1
3703,1729,2013/2014,16,2013-12-14,8667,10194,0,0
3704,1729,2013/2014,16,2013-12-14,8456,9825,6,3
3705,1729,2013/2014,16,2013-12-14,10261,8466,1,1
3706,1729,2013/2014,16,2013-12-15,9850,10003,1,1
3707,1729,2013/2014,16,2013-12-15,8586,8650,0,5
3708,1729,2013/2014,16,2013-12-14,8654,8472,0,0
3709,1729,2013/2014,17,2013-12-23,9825,8455,0,0
3710,1729,2013/2014,17,2013-12-21,9826,10261,0,3
3711,1729,2013/2014,17,2013-12-21,9879,8456,2,4
3712,1729,2013/2014,17,2013-12-21,8650,8344,3,1
3713,1729,2013/2014,17,2013-12-21,10260,8654,3,1
3714,1729,2013/2014,17,2013-12-22,8466,8586,2,3
3715,1729,2013/2014,17,2013-12-21,10194,10252,2,1
3716,1729,2013/2014,17,2013-12-21,8472,9850,0,0
